Line_ID,day,month,year,category,article,kurz_text,haupt_text
650,3,11,2020,Sport,"Jotas Hattrick lässt Liverpool jubeln, Ajax trifft nach 48 Sekunden","
Liverpools Sommerzugang Diogo Jota baut seine Torserie aus, Atalanta Bergamo geht im eigenen Stadion unter. Ajax Amsterdam verhelfen zwei kuriose Treffer zum Sieg beim FC Midtjylland.
","
Auch am dritten Spieltag der Champions League gewinnt der FC Liverpool. Bei Atalanta Bergamo setzte sich der englische Meister überraschend deutlich 5:0 (2:0) durch. Mann des Spiels war erneut Diogo Jota: Der Portugiese, zur neuen Saison von den Wolverhampton Wanderers verpflichtet, erzielte drei Treffer. In den vorangegangenen drei Pflichtspielen war Jota bereits je einmal erfolgreich gewesen.
"
651,21,2,2021,Sport,Lukaku entscheidet Duell mit Ibrahimović für sich,"
Ende Januar waren die Stürmerstars von AC und Inter Mailand im Pokal aneinandergeraten, mit dem besseren Ende für Romelu Lukaku und Inter. Auch in der Liga gingen Duell und Sieg an den Belgier – und zwar deutlich.
","
Inter hat das Mailänder Derby in der Serie A gewonnen und damit die Tabellenführung auf vier Punkte ausgebaut. Beim 3:0-(1:0)-Sieg im Giuseppe-Meazza-Stadion erzielte Lautaro Martinez zwei Tore für die Gäste (5. und 57. Spielminute), Romelu Lukaku sorgte für den Endstand (66.). Die AC bleibt nach der Niederlage Tabellenzweiter.
"
652,15,11,2020,Sport,Weltmeister im Gratulieren,"
Lewis Hamilton ist Weltmeister – mal wieder. Mit seinem siebten Titel zieht der Mercedes-Pilot mit Michael Schumacher gleich. Für die Szene des Renntags sorgte Sebastian Vettel nach der Zieldurchfahrt.
","
Das Comeback: Ferrari-Pilot Sebastian Vettel startete beim Großen Preis der Türkei hervorragend ins Rennen und hielt lange Zeit den vierten Platz vor Lewis Hamilton, ehe er ihn doch passieren lassen musste. Auf den letzten Kurven sicherte er sich mit einem Überholmanöver gegen seinen Teamkollegen Charles Leclerc den dritten Platz. Es ist Vettels erster Podiumsplatz in dieser Saison und überhaupt der erste seit dem 27. Oktober 2019, damals wurde er Zweiter in Mexiko. Nach Monaten der Ernüchterungen im eigentlich nicht wettbewerbsfähigen Ferrari und dem verkündeten Rennstallwechsel ist es für Vettel der erste Lichtblick seit einer gefühlten Ewigkeit.
"
653,27,1,2021,Sport,Margitta Gummel ist tot,"
Vier Weltrekorde stellte Margitta Gummel auf. 1968 holte die Kugelstoßerin Olympia-Gold. Aber sie soll auch Teil des DDR-Dopingsystems gewesen sein. Nun ist sie im Alter von 79 Jahren gestorben.
","
Leichtathletik-Olympiasiegerin Margitta Gummel ist mit 79 Jahren gestorben. Wie ihre Tochter der Deutschen Presse-Agentur bestätigte, starb die ehemalige Kugelstoßerin des SC DHfK Leipzig am Dienstag nach langer Krankheit im niedersächsischen Wietmarschen. Auch der Sport-Informations-Dienst berichtete.
"
654,29,11,2020,Sport,Lewis Hamilton gewinnt Unglücksrennen in Bahrain,"
Zuerst ging Romain Grosjeans Rennwagen in Flammen auf, dann überschlug sich das Auto von Lance Stroll – am Ende gewann der alte und neue Weltmeister Lewis Hamilton vor Max Verstappen.
","
Zwei Wochen nach dem Gewinn des Weltmeistertitels hat Lewis Hamilton auch den Großen Preis von Bahrain vor Max Verstappen im Red Bull (+1,254 Sekunden) und dessen Teamkollegen Alex Albon gewonnen (+8,005). Mit vier Siegen in Bahrain ist Hamilton damit mit Sebastian Vettel gleichgezogen. Hamiltons Teamkollege Valtteri Bottas fuhr im Mercedes auf Rang acht nur knapp in die Punkte, Sebastian Vettel wurde im Ferrari 13. Der lange Zeit auf dem dritten Rang gefahrene Sergio Perez (Racing Point) schied wegen eines Motorschadens kurz vor Schluss aus.
"
655,13,2,2021,Sport,Medwedew erst nach fünf Sätzen im Achtelfinale – sein Trainer verlässt den Platz,"
Nach einer Zweisatzführung geriet Daniil Medwedew gegen den Serben Filip Krajinovic in eine Schwächephase und schimpfte laut, auch in Richtung seines Coachs. Der ließ Medwedew daraufhin allein – mit Erfolg.
","
Mitfavorit Daniil Medwedew hat ein Drittrunden-Aus bei den Australian Open nur mit Mühe abwenden können. Der Weltranglistenvierte rang am Samstag in Melbourne den Serben Filip Krajinovic 6:3, 6:3, 4:6, 3:6, 6:0 nieder und zog ins Achtelfinale ein. Zwei Tage nach seinem 25. Geburtstag benötigte der Russe 3:06 Stunden für seinen Erfolg und trifft am Montag auf den ungesetzten US-Amerikaner Mackenzie McDonald.
"
656,1,12,2020,Sport,El Cholos Revolution,"
Diego Simeone – dieser Name steht für einen besonderen Spielstil: defensiv, hart, fast schon fies. Und jetzt? Lässt der Atlético-Trainer plötzlich Ballbesitzfußball spielen. Woher kommt der Sinneswandel?
","
Zufälle haben schon die Welt verändert, in der Geschichte und im Fußball sowieso. Es kann außerdem helfen, in Umständen wie der aktuellen Pandemie nicht nur eine Zumutung, sondern auch eine Herausforderung zu sehen. Als Diego »Cholo« Simeone, Trainer von Atlético Madrid, kürzlich wegen Unpässlichkeiten und Überlastungen mal wieder an seiner Aufstellung tüftelte, rang er sich also zu etwas durch, das er in seinen neun Jahren beim Verein zuvor nur in äußersten Notfällen getan hatte. Er wechselte das System.
"
657,12,3,2021,Sport,»Das sind disziplinlose Würfe«,"
Viel besser als bei der WM: Die deutschen Handballer sind mit einem guten Ergebnis ins Olympia-Qualifikationsturnier gestartet. Doch der Bundestrainer ist nicht zufrieden: »Der Rückraum kam gar nicht mehr klar.«
","
Noch 30 Sekunden: Es war ein Nervenspiel. Die letzten Sekunden im Auftaktspiel der Olympiaqualifikation liefen, 24:25 stand es, die schwedischen Handballer führten, aber sie verpassten es, ihren Vorsprung auszubauen. In der Vergangenheit war es oft so, dass die DHB-Auswahl in diesen entscheidenden letzten Szenen das Nachsehen hatte. Dass sie noch Siege vergab, nicht clever genug gespielt hatte. Oft genug stand sie am Ende mit leeren Händen da.
"
658,15,5,2021,Sport,"Drei Elfmeter, zwei Platzverweise – und noch eine Chance auf die Champions League","
Inter steht bereits als Meister in Italien fest. Dennoch machten die Mailänder es Juventus im Topspiel schwer. Die Hauptrolle übernahm aber der Schiedsrichter, der wiederholt mit dem Videoassistenten korrespondierte.
","
In der italienischen Serie A zeichnet sich ein dramatisches Saisonfinale um die Champions-League-Plätze ab. Juventus gewann gegen das bereits als Meister feststehende Inter 3:2 (2:1) und rückt dadurch vorläufig von Rang fünf auf drei vor.
"
659,2,4,2021,Sport,US-Baseballliga entzieht Atlanta das Spitzenspiel,"
Weil ein neues Gesetz das Wahlrecht in Georgia einschränken soll, sucht die Major League Baseball nun einen neuen Austragungsort für ihr All-Star-Game. Dieser Schritt sei »der beste Weg, unsere Werte als Sport zu demonstrieren«.
","
Aus Protest gegen ein umstrittenes Wahlgesetz im US-Bundesstaat Georgia wird das All-Star-Game der Major League Baseball in diesem Jahr nicht in Georgias Hauptstadt Atlanta stattfinden. »Ich habe entschieden, dass der beste Weg, unsere Werte als Sport zu demonstrieren, darin besteht, das diesjährige All-Star Game und den MLB Draft zu verlegen«, teilte MLB-Commissioner Robert D. Manfred mit.
"
660,14,11,2020,Sport,Langer schafft als ältester Spieler der Masters-Geschichte den Cut,"
Zweimal konnte Bernhard Langer das Turnier in Augusta gewinnen, im Alter von 63 Jahren ist dem Golfprofi nun ein weiterer Höhepunkt seiner Karriere beim Masters gelungen.
","
Mit 63 Jahren hat Golfprofi Bernhard Langer einen Rekord beim Masters aufgestellt: Nach einer glänzenden 68 zum Auftakt auf dem Par-72-Kurs schaffte Langer mit einer 73 auf der zweiten Runde als ältester Spieler in der Geschichte des Masters den Cut. ""Es gab hier so viele großartige Spieler vor mir, von Jack Nicklaus über Gary Player bis zu den ganzen anderen Größen, die hier angetreten sind. Es ist sicherlich ein Erfolg, der Älteste zu sein, der den Cut geschafft hat"", sagte Langer.
"
661,14,2,2021,Sport,Der Rollentausch,"
Erstmals seit Jahrzehnten ruhen Deutschlands Medaillenhoffnungen nicht auf den Rennläuferinnen, sondern mehr auf den einst so chronisch erfolglosen Männern. Woran liegt das?
","
Kira Weidle ist die Ausnahme, die die Regel bestätigt. Die 24-Jährige hat mit ihrem imposanten Abfahrtsritt zu WM-Silber auch deshalb für so großen Jubel beim Deutschen Skiverband gesorgt, weil die Medaille so unerwartet kam. Denn eigentlich ruhen die Hoffnungen des DSV überhaupt nicht mehr auf den Schultern der Frauen, wie sie es über Jahrzehnte taten.
"
662,13,2,2021,Sport,"Dortmund patzt schon wieder, Bayer verschenkt den Sieg","
Borussia Dortmund entfernt sich nach dem Remis gegen Hoffenheim aus der Spitzengruppe der Fußball-Bundesliga. Mainz entreißt Leverkusen spät den Erfolg.
","
Borussia Dortmund kommt 2021 nicht so recht in Fahrt. Gegen 1899 Hoffenheim reichte es nur zu einem 2:2-Unentschieden. Hertha BSC freute sich über den ersten Punkt unter Trainer Pál Dárdai. Mainz rettete einen Punkt im Abstiegskampf. Und auch im vierten Duell der Bundesliga-Konferenz gab es nur ein Remis.
"
663,7,3,2021,Sport,Borussia Dortmund trifft im Halbfinale auf Bayern-Besieger Holstein Kiel,"
Noch ein Schritt bis zum DFB-Pokal-Finale: Borussia Dortmund tritt gegen den Zweitligisten Holstein Kiel an. Sollte sich Werder Bremen im DFB-Pokal gegen den Zweitligisten Regensburg durchsetzen, wartet Leipzig.
","
Borussia Dortmund trifft im DFB-Pokal-Halbfinale zu Hause auf Zweitligist Holstein Kiel. Das ergab die Auslosung in der ARD-»Sportschau«. In der Bundesliga verlor der BVB zuletzt 2:4 gegen den FC Bayern. Die Kieler konnten sich bereits in der 2. Runde des Pokals nach Elfmeterschießen gegen die Bayern erfolgreich beweisen.
"
664,19,3,2021,Sport,"»Ich dachte, es sei ein Witz«","
Beim wichtigsten College-Basketballturnier der USA haben die Männer deutlich mehr Trainingsequipment und mehr Platz als die Frauen. Nun wird Kritik laut, und auch eine deutsche Nationalspielerin schaltet sich ein.
","
Vor dem Start der »March Madness«, der Meisterschaft im College-Basketball in den USA, gibt es Kritik wegen der Ungleichbehandlung von Männern und Frauen. Mehrere Aktive beschweren sich in sozialen Netzwerken über die unterschiedliche Ausstattung, die von der National Collegiate Athletic Association (NCAA) bereitgestellt wurde.
"
665,2,5,2021,Sport,"Bale, Bale, Bale – erstmals in der Premier League seit 2012","
Einen langen Anlauf brauchte Gareth Bale, um bei Tottenham in Form zu kommen. Gegen das Tabellenschlusslicht Sheffield United erzielte er nun seinen ersten Hattrick in der Premier League seit achteinhalb Jahren.
","
Im Kampf um die Champions-League-Plätze können sich die Tottenham Hotspur auf Gareth Bale verlassen. Beim 4:0 (1:0) gegen den abgeschlagenen Tabellenletzten Sheffield United erzielte die Star-Leihgabe von Real Madrid einen Hattrick (36. Minute, 61., 69.), Son Heung-min traf zum Endstand (77.).
"
666,8,11,2020,Sport,"Der FC Bayern muss nach Kiel, Braunschweig empfängt Borussia Dortmund","
In der zweiten Runde des DFB-Pokals muss Borussia Dortmund zum Zweitliga-Aufsteiger nach Braunschweig. Der FC Bayern München bekommt es mit Holstein Kiel zu tun.
","
Die Paarungen für die zweite Runde des DFB-Pokals am 22. und 23. Dezember stehen fest. Der FC Bayern München tritt beim Zweitligisten Holstein Kiel an, Borussia Dortmund hat ein Auswärtsspiel bei Zweitliga-Aufsteiger Eintracht Braunschweig. Ex-Nationalspielerin Inka Grings hatte die Lose gezogen.
"
667,27,11,2020,Sport,»Wir haben eine andere Verbindung zum Publikum als der traditionelle Sport«,"
Wie begeistert man Menschen dafür, zehn Gamern auf einer Bühne beim Spielen zuzuschauen? Eefje »Sjokz« Depoortere rückt in ihrem Job als Esports-Moderatorin die Menschen hinter den Bildschirmen in den Vordergrund.
","
Es gebe Situationen, da könne sie ihre Emotionen nicht abstellen, sagt Eefje »Sjokz« Depoortere. Etwa als die heute 33 Jahre alte Esports-Moderatorin im Jahr 2015 den »League of Legends«-Profi Marcus »Dyrus« Hill interviewte, nachdem dieser mit seinem Team TSM in der Gruppenphase der Weltmeisterschaft ausgeschieden war.
"
668,13,4,2021,Sport,Das passende Ergebnis zum letzten Montagsspiel der Bundesliga,"
Jahrelang haben die Fans gegen die Montagsspiele der Fußball-Bundesliga protestiert. Auch das hat dazu geführt, dass die DFL sie künftig nicht mehr stattfinden lässt. Die letzte Montagspartie endete torlos.
","
Tennisbälle, Toilettenpapier auf dem Platz, von den Fans aus Protest aufs Feld geworfen – das wird von den Montagsspielen der Fußball-Bundesliga in Erinnerung bleiben. Beliebt waren sie wahrlich nicht, die DFL hat dieses Experiment nach Jahren nun beendet. Mit dem 0:0 der TSG Hoffenheim gegen Bayer Leverkusen fanden die Montagspartien ihren angemessenen Abschluss.
"
669,22,12,2020,Sport,Morgan verlässt Tottenham nach nur fünf Spielen,"
Ihr Wechsel galt als Zeichen für die wachsende Popularität der englischen Liga. Nun verlässt Weltmeisterin Alex Morgan ihren Klub Tottenham Hotspur schon wieder. Sinnvoll war der Kurzauftritt dennoch.
","
Die Episode England ist für US-Fußballstar Alex Morgan schon wieder beendet. Die Weltmeisterin verlässt Tottenham Hotspur nach nur fünf Partien, in denen sie zwei Tore erzielte. Dies bestätigte ihr Klub. Erst Anfang November hatte sie im Spiel gegen Reading ihr Debüt für die Spurs gegeben, nur einmal wurde sie in ihrer Zeit in London über 90 Minuten eingesetzt.
"
670,13,12,2020,Sport,Gegen Zahlen hilft keine Magie,"
Sebastian Vettel hat seine schlechteste Formel-1-Saison in einem nicht konkurrenzfähigen Ferrari beendet. In Abu Dhabi nahm er Abschied von der Scuderia – und sein Team von ihm.
","
»Danke, Seb«: Charles Leclerc trug beim Großen Preis von Abu Dhabi den Schriftzug »Danke, Seb« auf seinem Helm – anlässlich des letzten Grand Prix seines Noch-Teamkollegen Sebastian Vettel im Ferrari. 38 Rennen fuhren die beiden gemeinsam für die Scuderia, nicht immer konfliktfrei. »Ich weiß es zu schätzen, dass er mir seinen Helm gewidmet hat«, sagte Vettel: »Ich hoffe, wir können den Fans an diesem Wochenende etwas geben, worüber sie sich freuen.« Doch viel war nicht zu holen für die Tifosi nach 55 Runden auf dem Yas Marina Circuit.
"
671,2,12,2020,Sport,Von der Trainer- direkt zur Präsidentendebatte,"
Plötzlich angriffslustig: Bundestrainer Joachim Löw geht gestärkt aus dem Kampf um seine Zukunft beim DFB hervor. Der Verlierer scheint ein anderer zu sein: der irrlichternde Präsident Fritz Keller.
","
Joachim Löw hat die Lage wieder im Griff. Nach dem 0:6 gegen Spanien wurde heftig spekuliert, ob der Bundestrainer vielleicht seinen Job verlieren könnte. Inzwischen ist klar: Er bleibt im Amt. Der Weltmeistercoach von 2014 wird sich in den nächsten Monaten in seiner Heimat Freiburg zurückziehen und in aller Ruhe den Auftritt der Nationalmannschaft bei der Europameisterschaft im kommenden Juni vorbereiten.
"
672,3,2,2021,Sport,Köln hadert mit dem Schiedsrichter – und dem Elfmeterschießen,"
Für Köln hätte es bei Jahn Regensburg mit seinem neuen Stürmer Emmanuel Dennis zunächst nicht besser laufen können. Am Ende musste der Bundesligist aber doch ins Elfmeterschießen – mit dem schlechteren Ende für sich.
","
Der 1. FC Köln ist im Achtelfinale des DFB-Pokals ausgeschieden. Beim 3:4 (2:2, 2:2) im Elfmeterschießen bei Zweitligist Jahn Regensburg haderten die Kölner lange mit dem Schiedsrichter – und auch mit sich selbst. Alexander Meyer parierte einen Elfmeter in der regulären Spielzeit und einen im Elfmeterschießen. Kölns Jannes Horn schoss zudem daneben.
"
673,13,11,2020,Sport,Jubel im Elfmeterschießen – mit Verzögerung,"
Erstmals seit 22 Jahren fährt Schottland zu einem großen Turnier. Keeper David Marshall parierte im Playoff-Finale gegen Serbien den entscheidenden Elfmeter. Es folgten bange Blicke und wenig später großer Jubel.
","
Schottland tritt bei der Fußball-Europameisterschaft im kommenden Jahr als einer von zwölf Co-Gastgebern auf. Drei Gruppenspiele und ein Achtelfinale werden im Glasgower Hampden Park ausgetragen. Im Playoff-Finale der Qualifikation gewannen die Schotten im Elfmeterschießen 5:4 (0:0, 1:1, 1:1) gegen Serbien. Schottland hat sich damit erstmals seit 1998 für ein großes Turnier qualifiziert.
"
674,6,4,2021,Sport,Karlsruher SC in Quarantäne – 2. Bundesliga droht Terminproblem,"
Nach einem weiteren Coronafall im Team muss Fußball-Zweitligist Karlsruhe in eine zweiwöchige Quarantäne. Davon sind gleich drei Spiele betroffen, der Liga droht im Saisonendspurt nun ein Zeitproblem.
","
Beim Fußball-Zweitligisten Karlsruher SC gibt es einen weiteren Coronafall. Das teilte der Klub mit. Demnach begebe sich die Mannschaft »ab sofort in eine 14-tägige Quarantäne«.Die Entscheidung sei gemeinsam mit dem Karlsruher Gesundheitsamt getroffen worden, sagte der Sportgeschäftsführer des KSC, Oliver Kreuzer. Die Quarantäne gilt für den kompletten Kader und bis zum 20. April. Damit werden die Partien der Karlsruher gegen Fortuna Düsseldorf, Erzgebirge Aue und den Hamburger SV nicht wie geplant stattfinden können.
"
675,15,2,2021,Sport,Auch sein Angstgegner macht Nadal keine Probleme,"
Rafael Nadal erreicht in Melbourne problemlos die nächste Runde. Die Weltranglistenfünfte Jelina Switolina ist überraschend raus.
","
Der spanische Tennisprofi Rafael Nadal steht zum 13. Mal im Viertelfinale der Australian Open. Der Weltranglistenzweite aus Mallorca bezwang den an Nummer 16 gesetzten Italiener Fabio Fognini nach einem weiteren starken Auftritt 6:3, 6:4, 6:2. Nadal bleibt beim ersten Grand-Slam-Turnier des Jahres damit ohne Satzverlust. Im Kampf um den Einzug in das Halbfinale trifft der 34-Jährige in Melbourne auf den Griechen Stefanos Tsitsipas oder Fogninis Landsmann Matteo Berrettini. Nadal strebt seinen 21. Titel bei einem Grand-Slam-Turnier an. Damit wäre er alleiniger Rekordhalter vor dem Schweizer Roger Federer.
"
676,17,1,2021,Sport,Der Sprint ins Bayern-Herz,"
Er steht für offensiven Fußball, doch Trainer und Teamkollegen hat Leroy Sané nun mit einer Defensivaktion glücklich gemacht: »Das wollen wir von ihm sehen«, schwärmte Bayern-Coach Flick nach dem Erfolg über Freiburg.
","
Über einzelne Spieler redet Trainer Hansi Flick nicht gern. Meist sogar gar nicht. Flick weicht dann aus und spricht von der Münchner Mannschaft, von der Leistung des Kollektivs, nicht von der des Individuums. Am Sonntag machte Flick eine Ausnahme. Da sprach er über Leroy Sané, der gar nicht in der Startelf gestanden hatte. Der aber früh aufs Feld musste, weil sich Serge Gnabry verletzt hatte. Das Fazit von Flick lautete später: »Das war das, was wir und die Mannschaft von Leroy sehen wollen.« Hansi Flick war zufrieden.
"
677,5,5,2021,Sport,Werner und Mount schießen Chelsea ins englische Finale,"
In der Champions League gibt es in diesem Jahr ein englisches Finale. Nach Manchester City schaffte es nun auch der FC Chelsea, weil gegen Real Madrid die Defensive hielt – und Timo Werner es besser machte als im Hinspiel.
","
Der FC Chelsea mit dem deutschen Trainer Thomas Tuchel ist erstmals seit dem Jahr 2012 wieder ins Champions-League-Finale eingezogen. Nach dem 1:1 im Hinspiel bei Real Madrid gewann Chelsea das Rückspiel in London 2:0 (1:0). Timo Werner erzielte das Führungstor (27. Minute), Mason Mount die Entscheidung (85.).
"
678,21,4,2021,Sport,Pony der Tochter misshandelt – Weltverband bestraft brasilianischen Olympia-Reiter,"
Olympia findet ohne Leandro Aparecido da Silva statt: Nachdem ein Video aufgetaucht war, auf dem der Dressurreiter ein Pony misshandelt hat, wurde er nun von der FEI gesperrt.
","
Der Reiter-Weltverband FEI hat den brasilianischen Olympia-Dressurreiter Leandro Aparecido da Silva wegen Tierquälerei für drei Jahre weltweit gesperrt. Im vergangenen Jahr war im Internet ein Video aufgetaucht. Zu sehen ist, wie ein Mann auf einem sehr kleinen Pony reitet, das Tier ruckhaft an den Zügeln zieht und mit den Zügelenden schlägt. Der 45-jährige da Silva hatte sich daraufhin als der Reiter identifiziert, schreibt die FEI in einer Mitteilung.
"
679,20,1,2021,Sport,Die passende Mannschaft zur Stadt,"
André Silva trifft wie kaum ein Frankfurter in der Hinrunde zuvor. Und jetzt ist auch Ex-Toptorjäger Luka Jovic zurück. Aus wenig Mitteln haben sie bei der Eintracht mal wieder ein cooles Team gebaut.
","
Dieser Tage hat Eintracht Frankfurt die Offensivabteilung noch einmal deutlich verstärkt. Es ist ein alter Bekannter, ein Torjäger aus der Vergangenheit, einer, der dem Verein ab sofort weiterhelfen soll. Der Klub gab bekannt, dass der ehemalige Bundesliga-Torschützenkönig und Ex-Kapitän Alexander Meier als Co-Trainer der Frankfurter U19 bei den Hessen arbeiten wird.
"
680,21,12,2020,Sport,Trickreich taktieren,"
Der Deutsche Fußball-Bund hat ein unruhiges Jahr hinter sich – und Besserung ist nicht in Sicht. Die DFL erhöht den Druck, der Konflikt zwischen Präsident Keller und Generalsekretär Curtius schwelt jedoch weiter.
","
Dass beim Deutschen Fußball-Bund externe Berater engagiert werden, ist nichts Neues. Schon so manche Agentur hat sich beim DFB eine goldene Nase verdient. Präsident Fritz Keller versucht es jetzt erneut mit Hilfe von außen: »Vielleicht kann auch das Christkind einwirken, dass wieder mehr Ruhe hereinkommt«, sagte er im »Hessischen Rundfunk«. Keller ist derzeit mit mehreren Interviews in den Medien unterwegs, in einem internen Verbandspapier war ihm schließlich dazu geraten worden, sich in einer Öffentlichkeitsoffensive »menschlich, nahbar und überzeugend« zu präsentieren.
"
681,30,11,2020,Sport,Messi trifft für Diego – Neuseeland tanzt für Maradona,"
Bei Boca Juniors trugen alle Spieler Maradona-Trikots, Neapel lief in den Farben Argentiniens auf: Weltweit wurde die verstorbene Fußballlegende am Sportwochenende gewürdigt. Die Bilder.
","
Der Haka-Tanz, etliche Trauerminuten und ein ganz besonderes Messi-Tor: Auf der ganzen Welt haben am Wochenende Sportlerinnen, Sportler, Vereine und Nationalmannschaften den verstorbenen Diego Maradona gewürdigt. Bereits kurz nach Maradonas Tod am 25. November hatten viele ihre Trauer bekundet und des vielleicht besten Fußballers der Geschichte gedacht. Für das Wochenende aber hatten einige weitere spezielle Würdigungen geplant.
"
682,19,4,2021,Sport,"


","
München zittert um den Zuschlag: Die Uefa entscheidet heute, wie und wo die Fußball-EM im Sommer ausgetragen werden soll. Die Frage nach dem Sinn des Turniers angesichts der Coronapandemie wird kaum noch gestellt.
","
Es ist ein wichtiger Tag für den europäischen Fußball, dieser scheinbar schnöde Montag, der 19. April. Das Exekutivkomitee der Uefa will auf seiner heutigen Sitzung nicht nur die hoch umstrittene Neustrukturierung der Champions League auf den Weg bringen, die sie selbst als Reform bezeichnet und die durch die Super-League-Pläne vom Sonntag besondere Brisanz bekommen. Zudem fällt heute die endgültige Entscheidung, wie die Fußball-EM aussehen soll, welche Städte tatsächlich mit Publikum im Stadion die Partien ausrichten und auf welche Ausrichter die Uefa eventuell verzichtet. Ein Beschluss, der aus deutscher Sicht einige Brisanz beinhaltet. München ist einer der Wackelkandidaten.
"
683,17,3,2021,Sport,"Pragmatisch, taktisch gut","
Atalanta scheitert in der Champions League an Real Madrid. Bei den Königlichen überzeugte die alte Garde, ein junger Wirbelwind – und, etwas überraschend, der Pragmatismus Zinédine Zidanes.
","
Die Szene des Spiels: Marco Sportiello sprang in die Luft, ruderte wild mit den Armen und schrie seinen Ärger in den Madrider Nachthimmel. Die Ursache für diesen Ausbruch: Marco Sportiello. Der Torhüter Atalantas selbst war es gewesen, der den Ball ohne Not zu Luka Modrić gespielt hatte. Real Madrids Mittelfeldstratege reagierte schnell, legte nach ein paar Schritten in Richtung Tor auf Karim Benzema quer und durfte kurz darauf mit dem Franzosen über ein Führungstor (34. Minute) jubeln, das die sportliche Richtung des Abends vorgeben sollte.
"
684,17,2,2021,Sport,Berufung im Prozess gegen Ex-Fifa-Generalsekretär eingelegt,"
Der Fall geht in die nächste juristische Runde: Die Schweizer Ankläger haben Berufung gegen die Urteile für Jérôme Valcke und Fußballfunktionär Nasser Al-Khelaifi eingelegt.
","
Die Schweizer Ankläger sind mit den Urteilen im Prozess gegen den früheren Fifa-Generalsekretär Jérôme Valcke und Fußballfunktionär Nasser Al-Khelaifi nicht einverstanden. Sie haben Berufung eingelegt, wie die Bundesanwaltschaft in Bern bestätigte. Auch ein dritter Angeklagter, ein griechischer Geschäftsmann, war freigesprochen worden.
"
685,2,5,2021,Sport,"


","
Die Amateurvertreter des DFB wollen Präsident Fritz Keller und Generalsekretär Friedrich Curtius loswerden, deren Abgang scheint unausweichlich. Doch die Krise des Verbands wäre damit nicht gelöst.
","
Potsdam kann so idyllisch sein. Der Templiner See schmiegt sich friedlich an die Stadt, ganz in der Nähe erstreckt sich der Schlosspark Sanssouci. Hier genau liegt das Kongresshotel, doch von Idyll und Frieden konnte am Wochenende keine Rede mehr sein. Die Landes- und Regionalpräsidenten des DFB, die sich im Kongresshotel versammelt hatten, haben mit ihrer Rücktrittsforderung an Präsident Fritz Keller und Generalsekretär Friedrich Curtius die nächste Eskalationsstufe in der Dauerkrise des Verbandes gezündet.
"
686,8,4,2021,Sport,Mit dem Rücken zur Wand,"
Trotz einer der besten Saisonleistungen droht dem FC Bayern das Aus in der Königsklasse. Sorgen bereiten vor dem Rückspiel neue Verletzte – und die pure Weltklasse in der Offensive des Gegners.
","
...und sie haben Neymar: Der Brasilianer Neymar vereint deutsche Fußballfans in leidenschaftlicher Abneigung. Er mache aus jeder Szene zu viel, wälze sich zu häufig am Boden, sei generell überschätzt. Nun gut. Gegen die Bayern leitete er erst das 1:0 durch einen forschen Antritt samt punktgenauem Zuspiel auf Kylian Mbappé (3. Minute) ein, dann schlug er vor dem 2:0 durch Marquinhos einen Pass, der in jeder Phase des Fluges aus dem Halbfeld über die Abwehr hinweg das Wort »Weltklasse« ausstrahlte (28.). Seine Torbeteiligungen 67 und 68 im 66. Champions-League-Spiel seiner Karriere.
"
687,7,12,2020,Sport,Der Weg zur umstrittenen Katar-WM,"
Für Joachim Löw ist es in einer für den DFB unruhigen Zeit mal wieder ein Routinetermin: Am Abend werden die Qualifikationsgruppen für die WM 2022 ermittelt. Lesen Sie hier alles Wichtige zur Auslosung.
","
Die Nationalmannschaft und ihr Trainer sind seit Wochen in der Kritik, auch heute kommen sie aus den Schlagzeilen nicht heraus. Erst wendet sich der Bundestrainer am Nachmittag an die Presse, am frühen Abend dann erfahren der DFB und Joachim Löw, auf wen die Nationalmannschaft in der Qualifikation für die umstrittene WM 2022 in Katar trifft. Hier gibt es Antworten auf die wichtigsten Fragen vor der Auslosung in Zürich.
"
688,25,10,2020,Sport,Vardys Einwechslung entscheidet die Partie,"
60 Minuten lang stand Leicester City gegen den FC Arsenal tief in der eigenen Hälfte. Dann wechselte Brendan Rodgers Jamie Vardy ein - und gab der Partie die entscheidende Wendung.
","
Jamie Vardy ist in Leicester eine Ikone. 2016 schoss der Stürmer, der 2012 vom damaligen Fünftligisten Fleetwood Town verpflichtet worden war, Leicester City sensationell zum Titel in der Premier League, in der Vorsaison wurde Vardy Torschützenkönig. In den ersten vier Partien der laufenden Spielzeit traf Vardy fünfmal, dann verletzte sich der 33-Jährige leicht an der Wade. Ohne den Topstürmer verloren die Foxes zuletzt torlos gegen West Ham.
"
689,17,12,2020,Sport,Klopp und Wiegman als Welttrainer*in ausgezeichnet,"
Bayern-Trainer Hansi Flick galt vor der Fifa-Wahl zum Welttrainer als Favorit. Trotz seines Triple-Gewinns musste er Jürgen Klopp den Vortritt lassen. Die niederländische Nationaltrainerin Sarina Wiegman wurde Welttrainerin.
","
Jürgen Klopp ist überraschend erneut zum Welttrainer gewählt worden. Der 53-Jährige setzte sich gegen Hansi Flick durch, der mit Bayern München das Triple geholt hatte. Klopp führte den FC Liverpool in der vergangenen Saison zur ersten englischen Meisterschaft seit 30 Jahren.
"
