Line_ID,day,month,year,category,article,kurz_text,haupt_text
589,13,3,2021,Kultur,Coronaprotest beim Filmpreis,"
Eine Tragikomödie räumt ab, der Hauptgewinner ist abwesend, eine Schauspielerin strippt: Die Verleihung der französischen César-Filmpreise wurde zur Bühne für Kritik an Frankreichs Kultur-Lockdown.
","
Die Tragikomödie »Adieu les cons« (deutsch: Auf Wiedersehen, ihr Idioten) von Regisseur Albert Dupontel ist mit dem französischen César-Filmpreis in der Kategorie »Bester Film« ausgezeichnet worden. Der Film wurde in insgesamt sieben Kategorien ausgezeichnet, darunter für den besten Film, die beste Regie und das beste Originaldrehbuch.
"
590,23,3,2021,Kultur,Hana Hegerová ist tot,"
Sie interpretierte Lieder von Jacques Brel und Léo Ferré, galt als die »Édith Piaf aus Prag«. Nun ist Hana Hegerová mit 89 Jahren gestorben.
","
Die slowakisch-tschechische Chansonsängerin Hana Hegerová ist tot. Sie starb am Dienstag in Prag, wie die Agentur CTK berichtete. Sie sei eine »unverwechselbare Persönlichkeit« gewesen, schrieb Tschechiens Kulturminister Lubomír Zaorálek bei Twitter.
"
591,23,4,2021,Kultur,"


","
Wenn Beziehungen am Ende sind, bleibt oft nur noch der Sarkasmus. Einige Kulturschaffende sind offenbar so enttäuscht von der Politik, dass sie zu diesem Stilmittel greifen.
","
Wenn alles gesagt ist, man kennt das, bleibt nur noch der Sarkasmus. »Schon klar«, sagt der Mann, wenn die Frau wieder zetert, »und du bist natürlich der Größte«, giftet die Frau zurück. Alles ist durch den Fleischwolf der Betrachtung gedreht, man hasst sich, aber liebt sich noch oder kann auf jeden Fall nicht voneinander lassen.In diesem Stadium der erschöpften Enttäuschung mit der Regierung, der Politik, der Wissenschaft und dem betrüblichen Hin und Her zwischen Halb- und Viertellockdown scheinen sich die Schauspieler:innen zu befinden, die unter dem Hashtag #allesdichtmachen Noten zur Gegenwart verteilen – irgendwie gegen die Coronamaßnahmen, irgendwie ganz bei sich in Bitterkeit und einem letzten Aufbegehren, aber auch ohne Idee, wie es besser sein könnte. Nur anders sollte es sein. Doch zu den Coronaleugnern und Anti-Maßnahmen-Hooligans, klar, will man auch nicht gehören, weshalb man, wie Heike Makatsch, mit einwandfreiem Beerdigungspathos so ein Missverständnis nach ein paar Stunden schon »zutiefst bedauert«.
"
592,15,4,2021,Kultur,Michelle Hunziker entschuldigt sich für rassistischen Sketch,"
Es sollte Satire sein, war aber einfach nur Rassismus: Michelle Hunziker hat sich vor laufender Kamera mit Grimassen und Akzent über Chinesen lustig gemacht.
Eine Entschuldigung war fällig.
","
Die Fernsehmoderatorin Michelle Hunziker hat sich für einen rassistischen Auftritt in einer italienischen Satireshow entschuldigt. Sie hatte sich in der TV-Sendung »Striscia la notizia« zusammen mit ihrem Co-Moderator Gerry Scotti mit Grimassen und L- statt R-Lauten über Chinesen lustig gemacht. »Es tut mir wirklich leid, falls ich jemanden damit verletzt habe«, sagte die in der Schweiz geborene 44-Jährige in einem am Mittwoch auf der Plattform Instagram geposteten Video. Die Show des Medienunternehmens Mediaset war am Montag ausgestrahlt worden und hatte daraufhin eine Welle der Empörung vor allem in sozialen Medien ausgelöst.
"
593,2,8,2020,Kultur,"Die Spionin, die den Revolutionär liebte","
Der Roman ""American Spy"" von Lauren Wilkinson schildert furios die Abenteuer einer schwarzen CIA-Agentin in den Achtzigerjahren - und dichtet ihr eine Romanze mit einem afrikanischen Politiker an.
","
Sie heißen Helene und Marie Mitchell, sie wachsen auf im New Yorker Stadtteil Queens und träumen beide von Karrieren in geheimer Mission. ""Denkst du echt, dass die CIA ein schwarzes Mädchen aus Queens als Agentin einstellt?"", fragt ein höhnischer afroamerikanischer Nachbarsjunge Helene, die ältere der beiden Schwestern, zu Beginn der Siebzigerjahre, als sie gerade 18 ist. Auch die zwei Jahre jüngere Marie grübelt über den Ehrgeiz der großen Schwester: ""Da setzte sie einfach so ihr Leben aufs Spiel - und wofür? Für irgendeinen dämlichen, unrealistischen Kindheitstraum?""
"
594,11,5,2021,Kultur,NBC will Golden Globes 2022 nicht ausstrahlen,"
Die Organisatoren der Golden Globes stehen wegen fehlender Diversität massiv in der Kritik: Nun verzichtet der Sender NBC auf die Ausstrahlung der Preisverleihung im kommenden Jahr.
","
Nach wachsender Kritik an dem Verband der Auslandspresse, der die Golden Globes verleiht, hat nun auch der US-Sender NBC Konsequenzen gezogen. NBC kündigte am Montag an, dass der Sender die Golden-Globe-Gala im Jahr 2022 nicht ausstrahlen werde. Der Golden-Globe-Verband HFPA (Hollywood Foreign Press Association) müsse Zeit und Arbeit investieren, um größere Reformen umzusetzen, hieß es in einer Mitteilung von NBC. Der Sender hoffe die Gala im Januar 2023 nach entsprechenden Veränderungen wieder zu zeigen. Seit 1996 wird die jährliche Golden-Globe-Verleihung bei NBC ausgestrahlt.
"
595,30,9,2020,Kultur,Zur Hölle mit diesem Eheberater!,"
17 Jahre nach ihrem Hit ""Lost in Translation"" hat Sofia Coppola wieder mit Bill Murray gedreht: Die Komödie ""On The Rocks"" ist fast eine One-Man-Show und läuft ab Freitag für kurze Zeit im Kino.
","
Mit Ende 40 ist die Regisseurin Sofia Coppola jetzt allmählich so alt, wie ihre Filme immer schon aussahen. Coppola hat die Kinowelt seit ihrem Debütfilm ""The Virgin Suicides"" aus dem Jahr 1999 durch Lebensklugheit und ihren Sinn für Eleganz verblüfft. Sie schien sich immer mehr an klassischen literarischen Erzählformen zu orientieren als an vorgeblichen cineastischen Zwängen.
"
596,15,6,2020,Kultur,"74 Prozent Clint Eastwood, 69 Prozent Oprah Winfrey - beachtlich!","
In seiner Internetblase wirkt alles gleich: Yoga-Tutorial, Artischockenfestival, Terroranschlag. Marius Goldhorn beschreibt den Smombie-Ennui im Roman ""Park"" mit viel erzählerischer Verspieltheit.
","
Was passiert mit dem frei im Raum flottierenden Sperma, wenn Astronauten Sex haben? Und wie viel Potenzial hat wohl Kakerlakenmilch als das neue Superfood? Eine Frage und schon spuckt das Netz tausend Antworten aus. Aber wozu so lange aufhalten mit Anekdotischem? Weiter geht es in der Timeline: zwischen Yoga-Tutorials und Berichten zu einem Artischockenfestival erfährt man von verheerenden ""Hungerkatastrophen durch Dürre in Mittelamerika. Ein Flugzeug war abgestürzt. Irgendeine Terrorzelle hatte sich in einem spanischen Ferienort, beim Versuch eine Bombe zu bauen, selbst in die Luft gesprengt"".
"
597,22,5,2021,Kultur,"


","
Finnland und Italien rocken, Russland und Malta geben sich feministisch, San Marino schickt einen Rap-Star: Alle 26 Finalisten beim Eurovision Song Contest im Check – was gefällt, wer hat Siegchancen?
","
Startnummer 01: Zypern
"
598,5,2,2021,Kultur,Fast 200 Menschen aus Theater und Film verlangen mehr Anerkennung,"
Mit einem Manifest machen 185 Schauspielerinnen und Schauspieler, Non-Binäre und Transmenschen ihre sexuelle Identität öffentlich: »Bisher konnten wir mit unserem Privatleben nicht offen umgehen, ohne berufliche Konsequenzen zu fürchten.«
","
Fast 200 deutsche Schauspielerinnen, Schauspieler, Non-Binäre und Transpersonen haben mehr Anerkennung für unterschiedliche sexuelle Orientierungen und zugleich mehr Sichtbarkeit in Film und Fernsehen gefordert. Die Gruppe verlangt in einem gemeinsamen Manifest mehr diverse und ambivalente Rollen, lebensnahe Drehbücher und mehr Fantasie bei der Besetzung, wie das Magazin der »Süddeutschen Zeitung« berichtet. Als nichtbinär bezeichnen sich Menschen, die sich weder als ausschließlich männlich noch ausschließlich weiblich verstehen.
"
599,24,12,2020,Kultur,Der tragikomische Sinn des Fests,"
»Pass auf, dass im Geschenkpapier kein Geldschein mehr ist!« Irgendwie merkwürdig, diese deutsche Bescherungskultur. Zwölf Dinge, die ich in einer persönlichen Feldstudie über Weihnachten gelernt habe.
","
Hallo in die Runde, ich heiße Samira und ich feiere seit zwei Jahren Weihnachten. (Im Chor: »Hallo Samira.«) Aufgrund der amerikanisch-marokkanischen Herkunft meiner Eltern war ich zuvor einfach nie wirklich in die deutsche Bescherungskultur eingeführt worden, obwohl ich in Bayern zur Welt kam und mit Christkindlmärkten aufgewachsen bin.
"
600,16,10,2020,Kultur,"Wenn das ein Witz ist, dann wird er immer besser","
Sind das die jungen, internetaffinen Ärzte? ""2 Millionen Umsatz mit einer einfachen Idee"" von The Screenshots aus Krefeld ist raffinierter Fun-Punk - und unser Album der Woche.
","
Album der Woche:
"
601,29,7,2020,Kultur,Ein Sommer in Saint-Tropez,"
Die Verlegerin Helen Wolff erzählt von einer Reise nach Südfrankreich in den Dreißigerjahren; es geht um Liebe, Trennung, Emanzipation. 25 Jahre nach ihrem Tod wird es erstmals veröffentlicht. Was für ein Sommerbuch!
","
Der Sommer liegt noch in der Ferne. Für die Autotour in Richtung Süden hat das Paar Decken, Karten und Proviant eingepackt, am Steuer sitzt der Mann, selbstverständlich, seine etwa 20 Jahre jüngere Geliebte reicht ihm während der Fahrt hin und wieder ein hart gekochtes Ei. Bisher verband sie eine Affäre miteinander, er ist noch verheiratet, doch ihr Verliebtsein ist so überbordend, dass sie das nächste halbe Jahr - einen langen Sommer - zusammen verbringen wollen.
"
602,10,6,2020,Kultur,Ungewaschen beim Arzt,"
Punkmädchen mit Problembassisten, Mütter mit Lustdefizit: ""Ausgebremst"" ist die erste gute Corona-Comedy - schmuddelig, sarkastisch, entfesselt.
","
""Hallo, könnt ihr mich hören?"" - ""Ja, wir können dich hören, aber wer bist du?"" Das ist ein Kommunikationsvorgang, von dem man in den vergangenen Tagen öfter mal Teil war.Das Nervige an dem erhöhten, oft chaotischen Videokonferenzaufkommen unserer Coronazeit ist ja, dass man oft mit Leuten reden muss, mit denen man eigentlich gar nichts zu tun hat. Das ist aber zugleich auch das Tolle daran: Man kommt ganz schön rum, während man da in Jogginghose vor dem Computer sitzt. Horizonterweiterung im Stillstand.
"
603,5,8,2020,Kultur,"Disney-Spektakel ""Mulan"" kommt ins Heimkino statt auf die große Leinwand","
Schlechte Nachrichten für Kinobetreiber: Erst hatte Disney die Premiere der Realverfilmung von ""Mulan"" wegen der Coronakrise auf unbestimmte Zeit verschoben. Nun soll das Märchen ab September im Streamingdienst laufen.
","
Das Disney-Märchen ""Mulan"", dessen Kinostart wegen der Corona-Pandemie mehrfach verschoben wurde, soll nun statt auf der Leinwand beim Streaming-Service Disney+ erscheinen. Die 200 Millionen Dollar teure Realverfilmung, basierend auf dem Disney-Trickfilm ""Mulan"" von 1998, soll ab dem 4. September bei dem Videodienst zu sehen sein, wie der US-Unterhaltungskonzern Walt Disney Company am Dienstag mitteilte. In den USA sind wegen der Coronakrise noch viele Kinos geschlossen. In anderen Märkten, wo Disney+ nicht verfügbar sei und Lichtspielhäuser bereits geöffnet haben, könnte der Film auch dort gezeigt werden, hieß es.
"
604,1,6,2021,Kultur,007 nur noch weichgespült? Drehbuchautor fürchtet um künstlerische Freiheit,"
John Logan schrieb die Drehbücher zu »Skyfall« und »Spectre«. Dass Amazon nun die Rechte an James-Bond-Klassikern besitzt, lässt ihn erschauern: Nimmt der Onlinehändler 007 seine Ecken und Kanten?
","
Für über acht Milliarden Dollar hat Amazon das Filmstudio MGM gekauft und besitzt nun die Rechte an vielen Kinoklassikern – inklusive der James-Bond-Filme. Für viele in der Branche wirkt der Deal wie eine feindliche Übernahme mit unabsehbaren Folgen.
"
605,21,8,2020,Kultur,Baden im Miteinander,"
Die Wimmelbilder von Ali Mitgutsch erinnern uns an den Wert des Gewusels. Im Sommer des Corona-Abstands zeigen die Bücher des heute 85-Jährigen, wie sich Rücksicht und Freiheit ausbalancieren lassen.
","
Dichter geht's kaum. Auf der Freibadrutsche herrscht ein einziges Gedrängel. Die Fans des FC Kick sitzen beseelt singend im Bus. Auf dem Jahrmarkt geht's ohne Schlangestehen vor der Geisterbahn nicht weiter. In der fluoreszierenden ""Flozi Disco"" wird geschwoft. Und am Badestrand müssen Neuankömmlinge ihre Handtücher über dem Kopf tragen, um durchzukommen. Es sind Bilder, die prima als visueller Ersatz taugen - für das, was derzeit so abwesend ist. 
"
606,16,6,2020,Kultur,Radebeul bekommt nach rechter Kontroverse neue Kulturamtsleiterin,"
Die Wahl des neurechten Autors Jörg Bernig hatte überregional für Aufsehen gesorgt - schließlich verzichtete er auf das Amt. Nun ist die Kulturamtsleitung im sächsischen Radebeul neu besetzt.
","
Nach dem Rückzug von Schriftsteller Jörg Bernig hat der Radebeuler Stadtrat dessen Mitbewerberin Gabriele Lorenz zur Kulturamtsleiterin gewählt. Die Entscheidung für die aus dem Erzgebirge stammende 58-Jährige am Montagabend fiel laut Mitteilung ""mit großer Mehrheit"".
"
607,10,5,2020,Kultur,"""Ich strenge mich an, ein möglichst normales Leben zu führen""","
In ""Dispatches From Elsewhere"" kehrt Jason Segel erstmals seit ""How I Met Your Mother"" mit einer Serie auf den Bildschirm zurück. Was ihn daran stresste und was ihn antrieb, erzählt er im Interview.
","
Die Figur des Marshall Eriksen hätte die Karriere des Schauspielers Jason Segel, 40, auch beenden können. Von 2005 bis 2014 spielte Segel in der Sitcom ""How I Met Your Mother"", er wurde damit weltberühmt und beliebt, auch beim deutschen Publikum. Allerdings gelingt es Schauspielern sehr selten, sich aus diesem Liebesklammergriff zu befreien. Segel gab sein Bestes: Er drehte schon erfolgreiche Kino-Komödien, noch während die Serie lief und schrieb teilweise die Drehbücher dazu, ""Nie wieder Sex mit der Ex"" etwa, ""Die Muppets"" oder ""Sex Tape"". Auch versuchte er sich an ernsten Rollen wie in ""The End of the Tour"", wo er den depressiven Schriftsteller David Foster Wallace spielt. 
"
608,26,1,2021,Kultur,Kommt »Harry Potter« bald als Serie?,"
Der Streamingdienst HBO Max scheint an einer TV-Serie rund um »Harry Potter« zu arbeiten. US-Medien berichten von ersten Planungsgesprächen.
","
Fans träumen von einer Fortsetzung, nun gibt es erste Gerüchte: Eine »Harry Potter«-TV-Serie soll sich beim US-Streamingdienst HBO Max in einer frühen Entwicklungsphase befinden. Das Branchenblatt »The Hollywood Reporter« meldet, dass es mit Drehbuchautoren mehrere Gespräche zu einer Erweiterung der Geschichten rund um die Zauberschüler aus Hogwarts gegeben habe.
"
609,15,3,2021,Kultur,Intendant Dörr verlässt Berliner Volksbühne,"
Nach Vorwürfen von Machtmissbrauch und übergriffigem Verhalten gibt der Intendant der Volksbühne seinen Posten ab. Er übernehme die volle Verantwortung, heißt es in einer Mitteilung.
","
Schnelle personelle Konsequenzen nach Vorwürfen des Machtmissbrauchs und der sexuellen Belästigung: Klaus Dörr, derzeit Intendant an der Berliner Volksbühne, beendet seine Tätigkeit. Darauf haben sich der Berliner Kultursenator Klaus Lederer (Linke) und Dörr geeinigt. Das geht aus einer Mitteilung Dörrs hervor, die das Theater am Montag veröffentlichte. Dort steht weiterhin, dass Dörr für die gegen ihn erhobenen Vorwürfe die komplette Verantwortung übernehme.
"
610,2,5,2021,Kultur,Oscar-Gewinnerin Olympia Dukakis ist tot,"
An der Seite von Cher wurde sie in der Romantikkomödie »Mondsüchtig« berühmt: Jetzt ist die Schauspielerin Olympia Dukakis im Alter von 89 Jahren gestorben.
","
Berühmt wurde sie mit ihrer Rolle im mehrfach prämierten Film »Mondsüchtig«. Als Mutter von Cher bekam Olympia Dukakis mehrere Auszeichnungen, darunter auch den Oscar. Jetzt ist die Schauspielerin im Alter von 89 Jahren gestorben. Nach »vielen Monaten nachlassender Gesundheit«, teilte ihr Bruder Apollo am Samstag auf Facebook mit.
"
611,10,8,2020,Kultur,Lisa Eckhart schlägt Kompromissvorschlag aus,"
Der Versuch der Harbour Front Festivalleitung, Lisa Eckhart per Videoschalte teilnehmen zu lassen, ist gescheitert. Nun sollen alle Debütantenlesungen verlegt werden. Derweil gab es eine weitere Absage.
","
Erst sollte sie lesen, dann durfte sie nicht, und zuletzt wollte das Harbour Front Literaturfestival den Auftritt der Kabarettistin und Schriftstellerin Lisa Eckhart doch noch ermöglichen. Diese Bemühungen sind nun offenbar endgültig gescheitert.
"
612,15,6,2020,Kultur,"Warum die ARD ""Wuhan – Chronik eines Ausbruchs"" kurzfristig abgesetzt hat","
""Probleme bei der Rechteklärung"" verhindern laut SWR, dass ein Dokumentarfilm über Corona in Wuhan gezeigt wird. Problematisch war aber vor allem, wie die Doku Material einer chinesischen Propagandastelle nutzte.
","
In der ARD-Programmankündigung vom Montag war interessant, was um 22.45 Uhr nicht ausgestrahlt wurde: die SWR-Dokumentation ""Wuhan - Chronik eines Ausbruchs"". Der SWR hat sie kurzfristig aus dem Programm genommen. ""Wie der SWR erst am Sonntag erfahren hat, kann die beauftragte Produktionsfirma dem SWR nicht die erforderlichen Rechte am verwendeten Filmmaterial des China Intercontinental Communication Center (CICC) einräumen"", heißt es in der Mitteilung. ""Damit fehlt eine Grundvoraussetzung für die beim SWR gültigen journalistischen Standards für das Verwenden von fremdem Rohmaterial. Da eine einvernehmliche und für den SWR akzeptable Rechteklärung zwischen dem Produzenten und CICC leider nicht erreichbar erscheint, plant der SWR derzeit keine Ausstrahlung.""
"
613,9,5,2020,Kultur,"


","
Raubtiere, ein polygamer Zoodirektor namens Joe Exotic und ein Mordkomplott bilden den Rahmen der Erfolgsdoku ""Tiger King"". Was geschah hinter den Kulissen? Exotics Ex-Partner John Finlay erzählt seine Version.
","
Der Erfolg der Netflix-Serie ""Großkatzen und ihre Raubtiere"" fiel genau in eine Zeit, in der die Welt in Quarantäne ging und all diejenigen mit Netflix-Zugang sich noch einmal vergewissern konnten, dass, egal wie verrückt es da draußen aussieht, es in den USA immer noch eine Spur verrückter zugeht. Das, was dort in dem Raubkatzenzoo in Oklahoma in sieben Folgen passiert, ist einerseits große amerikanische Unterhaltung, Schuld und Sühne als Südstaaten-Tragödienstadl. Und andererseits moralische Ausbeutung – der Tiere und Menschen. Eine Art white trash porn, eine Welt der Spieler, Gauner, Drogenopfer, Über-die-Runden-Kommer. 
"
614,8,3,2021,Kultur,Disneys Prügel-Prinzessin,"
Statt im Kino hat der Animationsfilm
»Raya und der letzte Drache« nun auf Disney+ Premiere. In dem actionreichen Spektakel machen junge Frauen das Schicksal der Welt unter sich aus.
","
Die Zeiten, in denen Disneys Heldinnen vor allem niedlich waren, sind endgültig vorbei. Die Titelfigur des Animationsfilms »Raya und der letzte Drache« rast mit grimmiger Entschlossenheit durch die Wüste. Wer es wagt, sich ihr in den Weg zu stellen, muss damit rechnen, von ihr vermöbelt zu werden. Denn Prinzessin Raya ist ziemlich wehrhaft und eine Meisterin der Martial Arts.
"
615,28,1,2021,Kultur,Cloris Leachman ist tot,"
Sie hatte Fernsehauftritte in »Lassie« und der »Mary Tyler Moore Show«: Im Alter von 94 Jahren ist Cloris Leachman gestorben. Bis ins hohe Alter stand die Schauspielerin vor der Kamera.
","
Die US-amerikanische Schauspielerin Cloris Leachman, die mit einem Oscar und neun Emmy-Trophäen ausgezeichnet wurde, ist tot. Sie starb am Mittwoch eines natürlichen Todes im kalifornischen Encinitas, wie ihre Sprecherin der dpa mitteilte. Auch mehrere US-Medien berichteten von ihrem Tod. Leachman wurde 94 Jahre alt.
"
616,6,2,2021,Kultur,Jendrik Sigwart tritt für Deutschland beim ESC an,"
Der deutsche Teilnehmer am Eurovision Song Contest 2021 steht fest: Der 26-jährige Jendrik Sigwart fährt nach Rotterdam – mit guter Laune und glitzernder Ukulele.
","
Der Hamburger Musicaldarsteller und Singer-Songwriter Jendrik Sigwart geht für Deutschland beim Eurovision Song Contest (ESC) im Mai in den Niederlanden an den Start. Der 26-Jährige hat in einem mehrstufigen Auswahlverfahren die beiden ESC-Jurys – zum einen 20 Musikexperten, zum anderen 100 ESC-Fans – überzeugt. Er freue sich »tierisch«, dass er Deutschland beim ESC vertreten dürfe, sagte Sigwart.
"
617,25,5,2021,Kultur,Megadeth werfen Bassisten aus der Band,"
Die US-Rockband Megadeth hat sich von ihrem Mitgründer Dave Ellefson getrennt. Man könne nicht weiter zusammenarbeiten, weil der Bassist eine Affäre gehabt habe.
","
Die Heavy-Metal-Band Megadeth hat eine Affäre ihres Bassisten Dave Ellefson zum Anlass genommen, sich von dem Gründungsmitglied zu trennen.»Wir informieren unsere Fans, dass David Ellefson nicht mehr mit der Band spielt«, schrieb Bandleader Dave Mustaine in einer Erklärung am Montag. »Während wir nicht jedes Detail von dem kennen, was passiert ist, sind die Umstände genug, dass in einem ohnehin angespannten Verhältnis die gemeinsame Arbeit unmöglich geworden ist.«
"
618,9,11,2020,Kultur,Was die Kindheit für unser Leben bedeutet,"
Sollten Kinder möglichst viel spielen oder sind sie doch eher ""kleine Erwachsene""? Was die großen Denker dazu sagen und wie seine eigene Kindheit verlief, darüber spricht der Philosoph Christoph Quarch im Podcast.
","
In der Philosophie wurden Kinder lange Zeit vor allem als ""kleine Erwachsene"" betrachtet. Und die sollten möglichst früh lernen, sich nützlich zu machen. Ihre kindlichen Bedürfnisse standen eher im Hintergrund. Doch auch heute erziehen Eltern ihren Nachwuchs nicht ohne Erwartungen.
"
619,18,12,2020,Kultur,Der Stolz der Straße,"
Ich handle, also bin ich: Der street-smarte Wiener »Tatort« lässt den Trinkern und Tricksern auf der Straße ihre Restwürde. Da wirkt das Paranoia-Ende ein wenig plump.
","
Dieser »Tatort« spielt auf der Straße, er handelt von Menschen, die alles verloren haben. Alles – außer ihrer Handlungsfähigkeit. Denn zwischen Säuferkaschemme und Nachtasyl zeigen die Obdachlosen von Wien in dieser Folge mit dem Titel »Unten« einen erstaunlich wetterfesten Aktionismus.
"
620,26,11,2020,Kultur,Ihr seid spießig wie das ZDF,"
Netflix eröffnet die Vorweihnachtszeit: mit Luke Mockridge und Detlev Buck. Die Vorfreude auf das Fest dürften deren Werke kaum steigern.
","
Weihnachten ist das Fest der Familie, daran rüttelt kein Virus. Politiker wissen schon, warum sie an den Festtagen Ausnahmen von den Corona-Auflagen gewähren: Weil es sonst einen Aufstand gäbe, auch von Menschen, die mit Querdenkern nichts am Alu-Hut haben. In diesem Jahr ist das Thema, wenn überhaupt möglich, noch stärker emotional aufgeladen als sonst.
"
621,23,11,2020,Kultur,Wie politisch ist das Private?,"
Was tun Politiker nach Dienstschluss? Und welche Rolle spielt das Privatleben im Politbetrieb? Darüber diskutiert SPIEGEL-Autor Marc Hujer mit Katrin Göring-Eckardt, Christian Wulff und Schauspieler Ulrich Matthes.
","
Für sein Buch »Auch nur ein Mensch« hat der SPIEGEL-Autor Marc Hujer Politikerinnen und Politiker in ihrem privaten Umfeld getroffen. Er fuhr Rad mit Sahra Wagenknecht, wanderte mit Anton Hofreiter und hat mit Markus Söder Tennis gespielt.
"
622,22,1,2021,Kultur,Schauspielerin Mira Furlan ist tot,"
Im früheren Jugoslawien war Mira Furlan ein Film- und Theaterstar. Nachdem sie vor dem Bürgerkrieg in die USA floh, wurde sie durch Rollen in »Lost« und »Babylon 5« auch im TV berühmt. Nun ist sie gestorben.
","
Bekannt war sie unter anderem für ihre Rolle der Danielle Rousseau in der Abenteuerserie »Lost«. In der Science-Fiction-Serie »Babylon 5« spielte sie in den Neunzigerjahren die Botschafterin Delenn, eine Frau, die zwei Völker – Menschen und die außerirdischen Minbari – miteinander verband. Am 20. Januar nun ist die Schauspielerin Mira Furlan im Alter von 65 Jahren gestorben. Laut kroatischer Medienberichte erlag Furlan den Folgen einer Infektion mit dem West-Nil-Virus.
"
623,17,2,2021,Kultur,Rush Limbaugh ist tot,"
Millionen Menschen hörten zu, wenn er von Donald Trump schwärmte: Der rechtskonservative Radiomoderator Rush Limbaugh ist im Alter von 70 Jahren an den Folgen einer Krebserkrankung gestorben.
","
Der rechtskonservative amerikanische Radio-Moderator und Trump-Unterstützer Rush Limbaugh ist tot. Er sei am Mittwoch im Alter von 70 Jahren an Lungenkrebs gestorben, teilte seine Familie mit. Witwe Kathryn Limbaugh verkündete die Todesnachricht in der »Rush Limbaugh Show«. Bereits im vergangenen Jahr war bekannt geworden, dass Limbaugh Lungenkrebs hat.
"
624,5,3,2021,Kultur,"Mario, mach Männchen!","
Von Machos in Männerseminaren bis zu misogynen Trollen im Internet: Der Kiel-»Tatort« zeigt Facetten von Frauenhass – und wie er sich in Gewalt entlädt.
","
Der Mann ist ein Raubtier. Die Frau seine Beute. An dieser Analogie aus der Bilderwelt eines infantilen Steinzeit-Machismo halten noch immer viele Männer fest. Und vielleicht tun es gerade die am dollsten, die in der – um in ihrem beschränkten Bilderreservoir zu bleiben – freien Wildbahn besonders erfolglos sind. Der nervöse Mario (Joseph Bundschuh), der am Anfang dieses »Tatorts« in einer Diskothek nach Frauenkontakten sucht, hört sich zur Vorbereitung jedenfalls das Online-Tutorial eines Pick-up-Artists an, dessen Geschlechterbild mit »prähistorisch« noch freundlich beschrieben ist.
"
625,24,11,2020,Kultur,König Karl,"
Karl Dall war peinlich, derb – und ein hochsensibler Künstler. Ein Nachruf.
","
Ein Abend in Hamburg, gut zwei Jahre her. Karl Dall war gerade in der »NDR Talkshow« zu Gast gewesen, und als die kleine After-Show-Party im Sender zu Ende ging, schlug er vor, noch auf einen Absacker in eine Bar zu fahren, gleich neben seiner Wohnung im Stadtteil Eppendorf. Er sei schon in so ziemlich allen Talksendungen aufgetreten, sagte Dall im Auto. Nur Ina Müller habe ihn nie eingeladen, er wisse auch nicht warum. Dall schaute ratlos. Und fügte nach einer Kunstpause an: Gut, er habe Müller mal mit »Na, du alte Lesbe« begrüßt, »aber das ist doch kein Grund!«
"
626,18,8,2020,Kultur,"""Die Leute fahren in Risikogebiete - und wir alle zahlen ihre Tests""","
Huch, schon vorbei? Die ""Hart aber fair""-Runde wirkte etwas überrascht vom Ferienende - und wollte alles von einem Gast aus Hamburg erklärt haben. Bisschen fies war das schon.
","
So, liebe Menschen aus Baden-Württemberg, Bayern, Bremen, Niedersachsen, Sachsen, Sachsen-Anhalt und Thüringen: Ihr habt jetzt die Chance, doch noch alles richtig zu machen. Jetzt sind noch mindestens knapp zwei Wochen Sommerferien übrig für Nach-Urlaubs-Quarantäne. Und damit auch Puffer in den Kommunen, um sich Strategien für Ferienrückkehrertests und Schulen zu überlegen.
"
627,12,5,2020,Kultur,Hätte Hannah Maske getragen?,"
Eine Ausstellung in Berlin nähert sich Hannah Arendt. Doch leider zerlegt sie das unbequeme Denken der Philosophin in allzu konsumierbare Häppchen.
","
""Eichmann war ganz intelligent, aber diese Dummheit hatte er. Das war die Dummheit, die so empörend war. Und das habe ich eigentlich gemeint mit der Banalität. Da ist keine Tiefe - das ist nicht dämonisch! Das ist einfach der Unwille, sich je vorzustellen, was eigentlich mit dem anderen ist, nicht wahr?""
"
628,5,5,2021,Kultur,Jazz-Musiker Till Brönner verteidigt Corona-Protestaktion,"
Jazzmusiker Till Brönner findet die Reaktionen auf die Aktion #allesdichtmachen übertrieben. Auch er hatte vergangenen Herbst in einem Video die Coronapolitik kritisiert – das aber ohne Shitstorm.
","
Der Jazzmusiker Till Brönner hat die Protestaktion #allesdichtmachen gegen die Coronapolitik der Bundesregierung in Schutz genommen. »Man kann Menschen wie Ulrich Tukur oder Jan-Josef Liefers nicht unterstellen, dass sie alle abgedriftet sind, sondern darf durchaus neugierig sein, warum gerade sie mit von der Partie waren«, sagte Brönner.
"
629,6,12,2020,Kultur,Kulissen der »Lindenstraße« wandern ins Technik-Museum Speyer,"
Vor neun Monaten lief die letzte Folge der »Lindenstraße« im deutschen Fernsehen. Doch nun erhalten die Fans einen kleinen Trost. Ab März können sie die Originalkulissen in einem Museum erkunden.
","
Einmal am Tisch im Café Bayer sitzen, sich einmal hinter die Theke im Restaurant Akropolis setzen – das wird für Fans der TV-Serie »Lindenstraße« schon bald möglich. Denn ab dem kommenden Jahr sind zahlreiche Originalkulissen der eingestellten Serie im Technik-Museum Speyer zu sehen.
"
